Column1,Column2,Column3,Column4,NOTE
26-07-2020 14:04:25,"30,2","57,1","20,76",
26-07-2020 14:34:25,"30,2","56,2","20,50",
26-07-2020 15:04:25,"30,2","55,4","20,27",
26-07-2020 15:34:25,"30,2","53,5","19,71",
26-07-2020 16:04:25,"30,0","51,5","18,91",
26-07-2020 16:34:25,"29,9","51,1","18,69",
26-07-2020 17:04:25,"29,8","50,4","18,38",
26-07-2020 17:34:25,"29,7","50,2","18,23",
26-07-2020 18:04:25,"29,5","48,7","17,56",
26-07-2020 18:34:25,"29,3","48,4","17,28",
26-07-2020 19:04:25,"29,2","49,5","17,55",
26-07-2020 19:34:25,"29,1","51,5","18,08",
26-07-2020 20:04:25,"29,0","50,7","17,74",
26-07-2020 20:34:25,"28,9","49,9","17,40",
26-07-2020 21:04:25,"28,7","51,6","17,75",
26-07-2020 21:34:25,"28,7","52,2","17,93",
26-07-2020 22:04:25,"28,5","54,2","18,34",
26-07-2020 22:34:25,"28,4","57,3","19,14",
26-07-2020 23:04:25,"28,4","58,6","19,50",
26-07-2020 23:34:25,"28,3","60,1","19,82",
27-07-2020 00:04:25,"28,2","61,1","19,99",
27-07-2020 00:34:25,"28,0","61,4","19,88",
27-07-2020 01:04:25,"27,9","61,1","19,71",
27-07-2020 01:34:25,"27,8","62,0","19,85",
27-07-2020 02:04:25,"27,8","62,1","19,87",
27-07-2020 02:34:25,"27,7","60,5","19,36",
27-07-2020 03:04:25,"27,6","59,2","18,92",
27-07-2020 03:34:25,"27,5","55,7","17,85",
27-07-2020 04:04:25,"27,4","54,5","17,41",
27-07-2020 04:34:25,"27,4","54,0","17,27",
27-07-2020 05:04:25,"27,2","53,2","16,85",
27-07-2020 05:34:25,"27,1","53,4","16,81",
27-07-2020 06:04:25,"27,1","52,9","16,67",
27-07-2020 06:34:25,"27,1","53,3","16,78",
27-07-2020 07:04:25,"27,2","53,1","16,82",
27-07-2020 07:34:25,"27,4","51,9","16,64",
27-07-2020 08:04:25,"27,7","54,1","17,58",
27-07-2020 08:34:25,"28,2","51,3","17,20",
27-07-2020 09:04:25,"29,0","52,1","18,18",
27-07-2020 09:34:25,"28,9","54,2","18,71",
27-07-2020 10:04:25,"29,1","55,5","19,28",
27-07-2020 10:34:25,"33,3","46,3","20,21",
27-07-2020 11:04:25,"32,2","47,2","19,52",
27-07-2020 11:34:25,"30,7","51,1","19,43",
27-07-2020 12:04:25,"30,2","52,9","19,52",
27-07-2020 12:34:25,"30,3","52,9","19,62",
27-07-2020 13:04:25,"30,3","53,0","19,65",
27-07-2020 13:34:25,"30,3","51,8","19,28",
27-07-2020 14:04:25,"30,4","50,2","18,87",
27-07-2020 14:34:25,"30,4","49,2","18,55",
27-07-2020 15:04:25,"30,3","47,1","17,76",
27-07-2020 15:34:25,"30,3","47,9","18,03",
27-07-2020 16:04:25,"30,1","49,2","18,27",
27-07-2020 16:34:25,"30,0","50,7","18,66",
27-07-2020 17:04:25,"30,0","50,1","18,47",
27-07-2020 17:34:25,"29,8","50,4","18,38",
27-07-2020 18:04:25,"29,6","51,6","18,57",
27-07-2020 18:34:25,"29,5","52,5","18,76",
27-07-2020 19:04:25,"29,3","52,1","18,45",
27-07-2020 19:34:25,"29,2","52,7","18,54",
27-07-2020 20:04:25,"29,0","54,1","18,78",
27-07-2020 20:34:25,"29,0","57,6","19,78",
27-07-2020 21:04:25,"28,8","59,6","20,15",
27-07-2020 21:34:25,"28,8","61,8","20,74",
27-07-2020 22:04:25,"28,6","64,2","21,17",
27-07-2020 22:34:25,"28,6","65,9","21,60",
27-07-2020 23:04:25,"28,5","66,3","21,60",
27-07-2020 23:34:25,"28,5","66,8","21,72",
28-07-2020 00:04:25,"28,4","66,9","21,65",
28-07-2020 00:34:25,"28,3","67,3","21,65",
28-07-2020 01:04:25,"28,3","68,0","21,82",
28-07-2020 01:34:25,"28,1","67,3","21,46",
28-07-2020 02:04:25,"28,1","67,7","21,56",
28-07-2020 02:34:25,"28,0","68,1","21,56",
28-07-2020 03:04:25,"27,9","67,1","21,22",
28-07-2020 03:34:25,"27,8","66,9","21,08",
28-07-2020 04:04:25,"27,7","65,3","20,59",
28-07-2020 04:34:25,"27,6","62,8","19,87",
28-07-2020 05:04:25,"27,4","61,6","19,37",
28-07-2020 05:34:25,"27,4","60,2","19,00",
28-07-2020 06:04:25,"27,2","60,3","18,84",
28-07-2020 06:34:25,"27,3","59,5","18,72",
28-07-2020 07:04:25,"27,3","59,1","18,61",
28-07-2020 07:34:25,"27,5","58,7","18,69",
28-07-2020 08:04:25,"28,0","57,8","18,91",
28-07-2020 08:34:25,"28,5","56,1","18,90",
28-07-2020 09:04:25,"29,2","54,9","19,20",
28-07-2020 09:34:25,"29,1","57,1","19,74",
28-07-2020 10:04:25,"29,4","57,7","20,18",
28-07-2020 10:34:25,"33,0","48,9","20,82",
28-07-2020 11:04:25,"32,2","48,2","19,86",
28-07-2020 11:34:25,"30,9","52,1","19,92",
28-07-2020 12:04:25,"30,3","54,5","20,10",
28-07-2020 12:34:25,"30,4","55,3","20,43",
28-07-2020 13:04:25,"30,4","56,0","20,63",
28-07-2020 13:34:25,"30,5","56,6","20,90",
28-07-2020 14:04:25,"30,5","55,8","20,66",
28-07-2020 14:34:25,"30,5","54,2","20,19",
28-07-2020 15:04:25,"30,4","54,3","20,13",
28-07-2020 15:34:25,"30,4","55,1","20,37",
28-07-2020 16:04:25,"30,4","55,9","20,60",
28-07-2020 16:34:25,"30,3","55,1","20,27",
28-07-2020 17:04:25,"30,2","55,8","20,39",
28-07-2020 17:34:25,"30,1","56,2","20,41",
28-07-2020 18:04:25,"29,9","57,1","20,48",
28-07-2020 18:34:25,"29,9","57,3","20,54",
28-07-2020 19:04:25,"29,7","57,5","20,41",
28-07-2020 19:34:25,"29,6","58,7","20,65",
28-07-2020 20:04:25,"29,5","59,4","20,75",
28-07-2020 20:34:25,"29,4","59,7","20,74",
28-07-2020 21:04:25,"29,3","59,9","20,70",
28-07-2020 21:34:25,"29,2","62,3","21,24",
28-07-2020 22:04:25,"29,1","64,2","21,64",
28-07-2020 22:34:25,"29,0","65,8","21,95",
28-07-2020 23:04:25,"29,0","67,4","22,34",
28-07-2020 23:34:25,"28,9","69,1","22,66",
29-07-2020 00:04:25,"28,8","70,0","22,78",
29-07-2020 00:34:25,"28,8","70,4","22,87",
29-07-2020 01:04:25,"28,8","70,6","22,92",
29-07-2020 01:34:25,"28,7","71,0","22,92",
29-07-2020 02:04:25,"28,6","71,5","22,94",
29-07-2020 02:34:25,"28,6","71,9","23,03",
29-07-2020 03:04:25,"28,5","71,9","22,93",
29-07-2020 03:34:25,"28,5","70,8","22,68",
29-07-2020 04:04:25,"28,4","68,7","22,09",
29-07-2020 04:34:25,"28,3","67,4","21,68",
29-07-2020 05:04:25,"28,2","67,3","21,56",
29-07-2020 05:34:25,"28,1","66,2","21,20",
29-07-2020 06:04:25,"28,0","65,2","20,85",
29-07-2020 06:34:25,"28,0","65,8","21,00",
29-07-2020 07:04:25,"28,1","64,7","20,82",
29-07-2020 07:34:25,"28,3","63,3","20,66",
29-07-2020 08:04:25,"28,6","63,4","20,96",
29-07-2020 08:34:25,"29,1","61,0","20,81",
29-07-2020 09:04:25,"29,7","58,9","20,80",
29-07-2020 09:34:25,"29,6","61,4","21,38",
29-07-2020 10:04:25,"29,9","61,3","21,64",
29-07-2020 10:34:25,"32,7","55,1","22,50",
29-07-2020 11:04:25,"32,3","55,1","22,13",
29-07-2020 11:34:25,"31,3","58,0","22,04",
29-07-2020 12:04:25,"30,7","59,4","21,87",
29-07-2020 12:34:25,"30,9","59,3","22,03",
29-07-2020 13:04:25,"30,9","60,3","22,31",
29-07-2020 13:34:25,"30,9","60,7","22,41",
29-07-2020 14:04:25,"30,9","60,4","22,33",
29-07-2020 14:34:25,"31,0","60,1","22,34",
29-07-2020 15:04:25,"31,0","59,6","22,21",
29-07-2020 15:34:25,"30,9","60,1","22,25",
29-07-2020 16:04:25,"30,9","59,2","22,00",
29-07-2020 16:34:25,"30,7","59,6","21,93",
29-07-2020 17:04:25,"30,6","58,6","21,56",
29-07-2020 17:34:25,"30,5","57,6","21,18",
29-07-2020 18:04:25,"30,3","58,2","21,16",
29-07-2020 18:34:25,"30,2","59,1","21,32",
29-07-2020 19:04:25,"30,1","58,6","21,09",
29-07-2020 19:34:25,"29,9","59,3","21,10",
29-07-2020 20:04:25,"29,8","58,8","20,86",
29-07-2020 20:34:25,"29,7","59,3","20,91",
29-07-2020 21:04:25,"29,6","59,7","20,92",
29-07-2020 21:34:25,"29,5","60,5","21,05",
29-07-2020 22:04:25,"29,4","62,0","21,35",
29-07-2020 22:34:25,"29,3","64,6","21,93",
29-07-2020 23:04:25,"29,3","65,9","22,26",
29-07-2020 23:34:25,"29,2","66,8","22,39",
30-07-2020 00:04:25,"29,2","67,5","22,56",
30-07-2020 00:34:25,"29,2","68,3","22,75",
30-07-2020 01:04:25,"29,1","69,4","22,92",
30-07-2020 01:34:25,"29,0","70,3","23,04",
30-07-2020 02:04:25,"29,0","67,9","22,46",
30-07-2020 02:34:25,"28,9","65,1","21,68",
30-07-2020 03:04:25,"28,7","64,9","21,44",
30-07-2020 03:34:25,"28,6","63,6","21,02",
30-07-2020 04:04:25,"28,5","63,8","20,97",
30-07-2020 04:34:25,"28,4","63,8","20,88",
30-07-2020 05:04:25,"28,5","62,1","20,53",
30-07-2020 05:34:25,"28,3","61,8","20,27",
30-07-2020 06:04:25,"28,2","61,5","20,09",
30-07-2020 06:34:25,"28,2","61,8","20,17",
30-07-2020 07:04:25,"28,2","62,0","20,22",
30-07-2020 07:34:25,"28,5","62,3","20,58",
30-07-2020 08:04:25,"28,9","61,1","20,64",
30-07-2020 08:34:25,"29,4","59,7","20,74",
30-07-2020 09:04:25,"30,2","59,0","21,29",
30-07-2020 09:34:25,"30,3","59,4","21,50",
30-07-2020 10:04:25,"30,6","58,2","21,44",
30-07-2020 10:34:25,"33,2","51,0","21,69",
30-07-2020 11:04:25,"33,2","49,5","21,20",
30-07-2020 11:34:25,"32,3","51,4","20,99",
30-07-2020 12:04:25,"32,2","50,1","20,48",
30-07-2020 12:34:25,"32,3","50,6","20,74",
30-07-2020 13:04:25,"31,6","55,1","21,48",
30-07-2020 13:34:25,"31,5","53,9","21,03",
30-07-2020 14:04:25,"31,5","52,6","20,63",
30-07-2020 14:34:25,"31,4","53,3","20,75",
30-07-2020 15:04:25,"31,5","51,7","20,35",
30-07-2020 15:34:25,"31,5","50,7","20,04",
30-07-2020 16:04:25,"31,4","50,8","19,98",
30-07-2020 16:34:25,"31,3","50,6","19,82",
30-07-2020 17:04:25,"31,2","52,7","20,38",
30-07-2020 17:34:25,"31,0","53,7","20,51",
30-07-2020 18:04:25,"30,8","53,9","20,38",
30-07-2020 18:34:25,"30,7","55,3","20,70",
30-07-2020 19:04:25,"30,5","55,5","20,58",
30-07-2020 19:34:25,"30,4","56,4","20,75",
30-07-2020 20:04:25,"30,3","56,4","20,65",
30-07-2020 20:34:25,"30,1","57,2","20,70",
30-07-2020 21:04:25,"30,1","58,8","21,14",
30-07-2020 21:34:25,"29,9","59,7","21,20",
30-07-2020 22:04:25,"29,8","61,2","21,52",
30-07-2020 22:34:25,"29,8","62,0","21,73",
30-07-2020 23:04:25,"29,7","63,7","22,08",
30-07-2020 23:34:25,"29,7","64,0","22,16",
31-07-2020 00:04:25,"29,7","65,1","22,44",
31-07-2020 00:34:25,"29,6","65,7","22,49",
31-07-2020 01:04:25,"29,5","66,2","22,52",
31-07-2020 01:34:25,"29,5","67,0","22,72",
31-07-2020 02:04:25,"29,4","67,2","22,68",
31-07-2020 02:34:25,"29,4","66,8","22,58",
31-07-2020 03:04:25,"29,3","66,3","22,36",
31-07-2020 03:34:25,"29,2","66,2","22,24",
31-07-2020 04:04:25,"29,1","65,3","21,92",
31-07-2020 04:34:25,"28,9","62,3","20,96",
31-07-2020 05:04:25,"28,8","62,2","20,84",
31-07-2020 05:34:25,"28,7","61,4","20,54",
31-07-2020 06:04:25,"28,7","61,4","20,54",
31-07-2020 06:34:25,"28,6","62,5","20,73",
31-07-2020 07:04:25,"28,7","62,6","20,85",
31-07-2020 07:34:25,"28,9","60,6","20,51",
31-07-2020 08:04:25,"29,2","60,6","20,79",
31-07-2020 08:34:25,"29,8","58,4","20,75",
31-07-2020 09:04:25,"30,3","58,3","21,19",
31-07-2020 09:34:25,"30,6","54,8","20,46",
31-07-2020 10:04:25,"30,9","53,9","20,47",
31-07-2020 10:34:25,"33,1","48,7","20,84",
31-07-2020 11:04:25,"33,3","45,8","20,03",
31-07-2020 11:34:25,"32,8","44,5","19,12",
31-07-2020 12:04:25,"32,4","46,8","19,56",
31-07-2020 12:34:25,"32,5","46,2","19,45",
31-07-2020 13:04:25,"31,8","52,8","20,97",
31-07-2020 13:34:25,"31,7","53,3","21,03",
31-07-2020 14:04:25,"31,8","51,5","20,56",
31-07-2020 14:34:25,"31,9","49,3","19,95",
31-07-2020 15:04:25,"31,8","49,9","20,05",
31-07-2020 15:34:25,"31,8","51,1","20,44",
31-07-2020 16:04:25,"31,6","51,3","20,32",
31-07-2020 16:34:25,"31,6","52,0","20,54",
31-07-2020 17:04:25,"31,5","51,2","20,19",
31-07-2020 17:34:25,"31,3","51,6","20,14",
31-07-2020 18:04:25,"31,1","53,1","20,42",
31-07-2020 18:34:25,"31,0","55,6","21,07",
31-07-2020 19:04:25,"30,8","56,5","21,15",
31-07-2020 19:34:25,"30,8","58,2","21,63",
31-07-2020 20:04:25,"30,6","60,3","22,02",
31-07-2020 20:34:25,"30,5","62,4","22,49",
31-07-2020 21:04:25,"30,4","63,9","22,79",
31-07-2020 21:34:25,"30,3","65,5","23,10",
31-07-2020 22:04:25,"30,2","67,6","23,53",
31-07-2020 22:34:25,"30,2","69,5","23,99",
31-07-2020 23:04:25,"30,2","70,0","24,11",
31-07-2020 23:34:25,"30,1","70,1","24,04",
01-08-2020 00:04:25,"30,1","70,4","24,11",
01-08-2020 00:34:25,"30,0","71,0","24,16",
01-08-2020 01:04:25,"29,9","70,7","23,99",
01-08-2020 01:34:25,"29,9","70,3","23,90",
01-08-2020 02:04:25,"29,9","70,5","23,95",
01-08-2020 02:34:25,"29,8","70,2","23,78",
01-08-2020 03:04:25,"29,7","71,0","23,87",
01-08-2020 03:34:25,"29,7","70,3","23,71",
01-08-2020 04:04:25,"29,6","69,7","23,47",
01-08-2020 04:34:25,"29,5","69,6","23,35",
01-08-2020 05:04:25,"29,3","69,8","23,21",
01-08-2020 05:34:25,"29,3","70,3","23,32",
01-08-2020 06:04:25,"29,2","70,9","23,37",
01-08-2020 06:34:25,"29,2","71,5","23,51",
01-08-2020 07:04:25,"29,3","71,4","23,58",
01-08-2020 07:34:25,"29,5","71,4","23,77",
01-08-2020 08:04:25,"29,9","68,9","23,56",
01-08-2020 08:34:25,"30,3","66,2","23,28",
01-08-2020 09:04:25,"30,8","64,7","23,38",
01-08-2020 09:34:25,"30,8","65,2","23,50",
01-08-2020 10:04:25,"31,0","64,4","23,49",
01-08-2020 10:34:25,"32,5","60,6","23,89",
01-08-2020 11:04:25,"33,0","57,8","23,57",
01-08-2020 11:34:25,"32,4","59,8","23,57",
01-08-2020 12:04:25,"31,8","60,9","23,31",
01-08-2020 12:34:25,"32,0","60,6","23,42",
01-08-2020 13:04:25,"32,0","60,6","23,42",
01-08-2020 13:34:25,"31,9","59,9","23,13",
01-08-2020 14:04:25,"32,0","58,6","22,86",
01-08-2020 14:34:25,"32,0","56,7","22,32",
01-08-2020 15:04:25,"32,0","54,3","21,61",
01-08-2020 15:34:25,"31,9","53,4","21,24",
01-08-2020 16:04:25,"31,8","53,0","21,03",
01-08-2020 16:34:25,"31,8","53,1","21,06",
01-08-2020 17:04:25,"31,7","53,3","21,03",
01-08-2020 17:34:25,"31,6","53,6","21,03",
01-08-2020 18:04:25,"31,5","52,7","20,66",
01-08-2020 18:34:25,"31,3","53,2","20,63",
01-08-2020 19:04:25,"31,1","55,3","21,08",
01-08-2020 19:34:25,"31,1","55,4","21,10",
01-08-2020 20:04:25,"30,9","58,4","21,78",
01-08-2020 20:34:25,"30,8","59,0","21,85",
01-08-2020 21:04:25,"30,7","57,4","21,31",
01-08-2020 21:34:25,"30,6","58,6","21,56",
01-08-2020 22:04:25,"30,5","57,9","21,27",
01-08-2020 22:34:25,"30,4","58,8","21,42",
01-08-2020 23:04:25,"30,3","59,2","21,44",
01-08-2020 23:34:25,"30,2","60,8","21,78",
02-08-2020 00:04:25,"30,1","60,0","21,48",
02-08-2020 00:34:25,"30,1","62,9","22,25",
02-08-2020 01:04:25,"30,0","64,8","22,64",
02-08-2020 01:34:25,"29,9","65,7","22,78",
02-08-2020 02:04:25,"29,9","67,1","23,12",
02-08-2020 02:34:25,"29,9","67,4","23,20",
02-08-2020 03:04:25,"29,8","68,4","23,35",
02-08-2020 03:34:25,"29,8","68,6","23,40",
02-08-2020 04:04:25,"29,7","68,7","23,32",
02-08-2020 04:34:25,"29,6","69,1","23,33",
02-08-2020 05:04:25,"29,5","68,9","23,18",
02-08-2020 05:34:25,"29,5","69,2","23,26",
02-08-2020 06:04:25,"29,4","69,0","23,11",
02-08-2020 06:34:25,"29,4","67,2","22,68",
02-08-2020 07:04:25,"29,5","65,3","22,30",
02-08-2020 07:34:25,"29,6","64,8","22,26",
02-08-2020 08:04:25,"29,9","63,2","22,14",
02-08-2020 08:34:25,"30,4","62,1","22,32",
02-08-2020 09:04:25,"30,8","61,9","22,64",
02-08-2020 09:34:25,"30,8","62,7","22,86",
02-08-2020 10:04:25,"31,0","62,2","22,91",
02-08-2020 10:34:25,"32,1","60,9","23,59",
02-08-2020 11:04:25,"32,9","58,7","23,73",
02-08-2020 11:34:25,"32,4","60,2","23,68",
02-08-2020 12:04:25,"31,9","59,3","22,97",
02-08-2020 12:34:25,"31,9","58,6","22,77",
02-08-2020 13:04:25,"31,9","58,7","22,80",
02-08-2020 13:34:25,"31,9","60,2","23,22",
02-08-2020 14:04:25,"31,9","59,6","23,05",
02-08-2020 14:34:25,"31,9","59,7","23,08",
02-08-2020 15:04:25,"31,9","59,9","23,13",
02-08-2020 15:34:25,"31,9","60,1","23,19",
02-08-2020 16:04:25,"31,8","60,2","23,12",
02-08-2020 16:34:25,"31,7","60,0","22,97",
02-08-2020 17:04:25,"31,7","60,6","23,14",
02-08-2020 17:34:25,"31,5","61,4","23,17",
02-08-2020 18:04:25,"31,4","62,7","23,42",
02-08-2020 18:34:25,"31,2","62,9","23,28",
02-08-2020 19:04:25,"31,1","63,3","23,30",
02-08-2020 19:34:25,"31,0","65,0","23,64",
02-08-2020 20:04:25,"30,8","66,6","23,86",
02-08-2020 20:34:25,"30,7","67,8","24,06",
02-08-2020 21:04:25,"30,5","69,0","24,16",
02-08-2020 21:34:25,"30,5","69,4","24,26",
02-08-2020 22:04:25,"30,4","69,6","24,21",
02-08-2020 22:34:25,"30,3","69,7","24,14",
02-08-2020 23:04:25,"30,3","70,0","24,21",
02-08-2020 23:34:25,"30,2","70,9","24,33",
03-08-2020 00:04:25,"30,2","71,5","24,47",
03-08-2020 00:34:25,"30,1","71,4","24,35",
03-08-2020 01:04:25,"30,0","71,2","24,21",
03-08-2020 01:34:25,"29,9","70,0","23,83",
03-08-2020 02:04:25,"29,9","69,6","23,73",
03-08-2020 02:34:25,"29,8","69,3","23,56",
03-08-2020 03:04:25,"29,7","69,4","23,49",
03-08-2020 03:34:25,"29,6","68,3","23,13",
03-08-2020 04:04:25,"29,6","68,0","23,06",
03-08-2020 04:34:25,"29,5","68,2","23,01",
03-08-2020 05:04:25,"29,5","67,7","22,89",
03-08-2020 05:34:25,"29,3","66,6","22,43",
03-08-2020 06:04:25,"29,3","66,1","22,31",
03-08-2020 06:34:25,"29,3","65,9","22,26",
03-08-2020 07:04:25,"29,4","65,4","22,23",
03-08-2020 07:34:25,"29,6","65,4","22,42",
03-08-2020 08:04:25,"29,9","67,4","23,20",
03-08-2020 08:34:25,"30,4","66,6","23,48",
03-08-2020 09:04:25,"30,8","64,8","23,40",
03-08-2020 09:34:25,"30,8","64,4","23,30",
03-08-2020 10:04:25,"31,1","64,3","23,56",
03-08-2020 10:34:25,"31,6","62,0","23,42",
03-08-2020 11:04:25,"32,1","60,3","23,43",
03-08-2020 11:34:25,"32,0","61,7","23,72",
03-08-2020 12:04:25,"31,5","62,5","23,46",
03-08-2020 12:34:25,"31,5","60,9","23,03",
03-08-2020 13:04:25,"31,6","61,6","23,32",
03-08-2020 13:34:25,"31,6","63,2","23,74",
03-08-2020 14:04:25,"31,5","63,7","23,78",
03-08-2020 14:34:25,"31,5","63,5","23,72",
03-08-2020 15:04:25,"31,3","62,9","23,38",
03-08-2020 15:34:25,"31,2","61,2","22,83",
03-08-2020 16:04:25,"31,2","59,6","22,39",
03-08-2020 16:34:25,"31,0","59,7","22,24",
03-08-2020 17:04:25,"30,9","60,0","22,22",
03-08-2020 17:34:25,"30,9","60,4","22,33",
03-08-2020 18:04:25,"30,8","61,6","22,56",
03-08-2020 18:34:25,"30,6","63,0","22,74",
03-08-2020 19:04:25,"30,4","61,8","22,24",
03-08-2020 19:34:25,"30,2","62,8","22,32",
03-08-2020 20:04:25,"30,1","63,0","22,27",
03-08-2020 20:34:25,"29,9","60,6","21,45",
03-08-2020 21:04:25,"29,7","59,1","20,85",
03-08-2020 21:34:25,"29,7","59,1","20,85",
03-08-2020 22:04:25,"29,6","59,8","20,95",
03-08-2020 22:34:25,"29,5","60,2","20,97",
03-08-2020 23:04:25,"29,5","60,5","21,05",
03-08-2020 23:34:25,"29,4","60,0","20,82",
04-08-2020 00:04:25,"29,3","58,9","20,42",
